date,state,city,place_type,confirmed,deaths
27/03/2020,RS,Passo Fundo,city,1,0
27/03/2020,RS,Pelotas,city,2,0
27/03/2020,RS,Piratini,city,1,0
27/03/2020,RS,Porto Alegre,city,107,2
27/03/2020,RS,Rio Grande,city,2,0
27/03/2020,RS,Rolante,city,1,0
27/03/2020,RS,Santa Maria,city,2,0
27/03/2020,RS,Sant'Ana do Livramento,city,4,0
27/03/2020,RS,Santa Rosa,city,1,0
27/03/2020,RS,Santiago,city,1,0
27/03/2020,RS,Santo Antônio da Patrulha,city,1,0
27/03/2020,RS,São Leopoldo,city,2,0
27/03/2020,RS,Sapiranga,city,1,0
27/03/2020,RS,Serafina Corrêa,city,3,0
27/03/2020,RS,Taquara,city,1,0
27/03/2020,RS,Torres,city,6,0
27/03/2020,RS,Viamão,city,1,0
17/04/2020,PI,,state,123,9
27/03/2020,SC,Antônio Carlos,city,1,0
27/03/2020,SC,Balneário Arroio do Silva,city,1,0
27/03/2020,SC,Balneário Camboriú,city,9,0
27/03/2020,SC,Blumenau,city,12,0
27/03/2020,SC,Braço do Norte,city,9,0
27/03/2020,SC,Camboriú,city,4,0
27/03/2020,SC,Canelinha,city,1,0
27/03/2020,SC,Chapecó,city,4,0
27/03/2020,SC,Criciúma,city,12,0
27/03/2020,SC,Florianópolis,city,27,0
27/03/2020,SC,Gaspar,city,1,0
27/03/2020,SC,Gravatal,city,3,0
27/03/2020,SC,Içara,city,1,0
27/03/2020,SC,Imbituba,city,5,0
27/03/2020,SC,Importados/Indefinidos,city,8,0
27/03/2020,SC,Itajaí,city,18,0
27/03/2020,SC,Itapema,city,1,0
27/03/2020,SC,Jaguaruna,city,2,0
27/03/2020,SC,Jaraguá do Sul,city,2,0
27/03/2020,SC,Joinville,city,8,0
27/03/2020,SC,Lages,city,1,0
27/03/2020,SC,Laguna,city,1,0
27/03/2020,SC,Navegantes,city,3,0
27/03/2020,SC,Pomerode,city,1,0
27/03/2020,SC,Porto Belo,city,3,1
27/03/2020,SC,Rancho Queimado,city,2,0
27/03/2020,SC,São José,city,8,0
27/03/2020,SC,São Lourenço do Oeste,city,1,0
27/03/2020,SC,São Ludgero,city,1,0
27/03/2020,SC,São Pedro de Alcântara,city,1,0
27/03/2020,SC,Siderópolis,city,2,0
27/03/2020,SC,Tijucas,city,1,0
27/03/2020,SC,Timbé do Sul,city,1,0
27/03/2020,SC,Tubarão,city,8,0
18/04/2020,PI,,state,144,10
27/03/2020,SE,Aracaju,city,13,0
27/03/2020,SE,Nossa Senhora da Glória,city,1,0
27/03/2020,SE,Propriá,city,2,0
12/03/2020,PR,,state,6,0
27/03/2020,SP,Arujá,city,1,0
27/03/2020,SP,Barueri,city,3,0
27/03/2020,SP,Caieiras,city,2,0
27/03/2020,SP,Campinas,city,5,0
27/03/2020,SP,Carapicuíba,city,2,0
27/03/2020,SP,Cotia,city,6,0
27/03/2020,SP,Diadema,city,1,0
27/03/2020,SP,Embu das Artes,city,1,0
27/03/2020,SP,Ferraz de Vasconcelos,city,2,0
27/03/2020,SP,Guarulhos,city,13,2
27/03/2020,SP,Hortolândia,city,1,0
27/03/2020,SP,Importados/Indefinidos,city,44,1
27/03/2020,SP,Iracemápolis,city,1,0
27/03/2020,SP,Jaguariúna,city,1,0
27/03/2020,SP,Jundiaí,city,3,0
27/03/2020,SP,Louveira,city,1,0
27/03/2020,SP,Mairiporã,city,2,0
27/03/2020,SP,Mauá,city,2,0
27/03/2020,SP,Mogi das Cruzes,city,8,0
27/03/2020,SP,Osasco,city,4,0
27/03/2020,SP,Poá,city,1,0
27/03/2020,SP,Ribeirão Pires,city,1,0
27/03/2020,SP,Ribeirão Preto,city,3,1
27/03/2020,SP,Rio Claro,city,1,0
27/03/2020,SP,Santana de Parnaíba,city,6,0
27/03/2020,SP,Santo André,city,17,0
27/03/2020,SP,São Bernardo do Campo,city,15,0
27/03/2020,SP,São Caetano do Sul,city,16,0
27/03/2020,SP,São José do Rio Preto,city,1,0
27/03/2020,SP,São José dos Campos,city,4,0
27/03/2020,SP,São Paulo,city,1044,62
27/03/2020,SP,São Sebastião,city,2,0
27/03/2020,SP,Sorocaba,city,1,0
27/03/2020,SP,Suzano,city,1,0
27/03/2020,SP,Taboão da Serra,city,2,1
27/03/2020,SP,Tatuí,city,1,0
27/03/2020,SP,Taubaté,city,1,0
27/03/2020,SP,Valinhos,city,1,0
27/03/2020,SP,Vargem Grande Paulista,city,2,1
13/03/2020,PR,,state,6,0
27/03/2020,TO,Araguaína,city,1,0
27/03/2020,TO,Palmas,city,8,0
16/03/2020,PR,,state,6,0
26/03/2020,AC,Rio Branco,city,23,0
17/03/2020,PR,,state,12,0
26/03/2020,AL,Maceió,city,10,0
26/03/2020,AL,Porto Real do Colégio,city,1,0
18/03/2020,PR,,state,14,0
26/03/2020,AM,Boca do Acre,city,1,0
26/03/2020,AM,Manaus,city,63,0
26/03/2020,AM,Parintins,city,2,1
26/03/2020,AM,Santo Antônio do Içá,city,1,0
19/03/2020,PR,,state,23,0
26/03/2020,AP,Macapá,city,2,0
20/03/2020,PR,,state,36,0
26/03/2020,BA,Alagoinhas,city,1,0
26/03/2020,BA,Barreiras,city,1,0
26/03/2020,BA,Brumado,city,1,0
26/03/2020,BA,Camaçari,city,1,0
26/03/2020,BA,Canarana,city,1,0
26/03/2020,BA,Conceição do Jacuípe,city,1,0
26/03/2020,BA,Conde,city,1,0
26/03/2020,BA,Feira de Santana,city,9,0
26/03/2020,BA,Ilhéus,city,1,0
26/03/2020,BA,Importados/Indefinidos,city,7,0
26/03/2020,BA,Itabuna,city,2,0
26/03/2020,BA,Jequié,city,1,0
26/03/2020,BA,Juazeiro,city,2,0
26/03/2020,BA,Lauro de Freitas,city,5,0
26/03/2020,BA,Porto Seguro,city,10,0
26/03/2020,BA,Prado,city,2,0
26/03/2020,BA,Salvador,city,60,0
26/03/2020,BA,São Domingos,city,1,0
26/03/2020,BA,Teixeira de Freitas,city,1,0
21/03/2020,PR,,state,43,0
26/03/2020,CE,Aquiraz,city,6,0
26/03/2020,CE,Fortaleza,city,224,3
26/03/2020,CE,Fortim,city,1,0
26/03/2020,CE,Importados/Indefinidos,city,0,0
26/03/2020,CE,Juazeiro do Norte,city,1,0
26/03/2020,CE,Mauriti,city,1,0
26/03/2020,CE,Sobral,city,4,0
22/03/2020,PR,,state,54,0
26/03/2020,DF,Brasília,city,201,0
23/03/2020,PR,,state,60,0
26/03/2020,ES,Cachoeiro de Itapemirim,city,1,0
26/03/2020,ES,Cariacica,city,1,0
26/03/2020,ES,Castelo,city,1,0
26/03/2020,ES,Importados/Indefinidos,city,1,0
26/03/2020,ES,Linhares,city,3,0
26/03/2020,ES,Santa Teresa,city,1,0
26/03/2020,ES,Serra,city,3,0
26/03/2020,ES,Vila Velha,city,20,0
26/03/2020,ES,Vitória,city,17,0
24/03/2020,PR,,state,70,0
26/03/2020,GO,Anápolis,city,3,0
26/03/2020,GO,Aparecida de Goiânia,city,2,0
26/03/2020,GO,Catalão,city,1,0
26/03/2020,GO,Goiânia,city,21,0
26/03/2020,GO,Importados/Indefinidos,city,0,0
26/03/2020,GO,Jataí,city,1,0
26/03/2020,GO,Luziânia,city,1,1
26/03/2020,GO,Rio Verde,city,6,0
26/03/2020,GO,Silvânia,city,1,0
26/03/2020,GO,Valparaíso de Goiás,city,2,0
25/03/2020,PR,,state,97,0
26/03/2020,MA,São Luís,city,10,0
26/03/2020,PR,,state,106,0
26/03/2020,MG,Belo Horizonte,city,96,0
26/03/2020,MG,Betim,city,3,0
26/03/2020,MG,Boa Esperança,city,1,0
26/03/2020,MG,Bom Despacho,city,1,0
26/03/2020,MG,Campos Altos,city,1,0
26/03/2020,MG,Contagem,city,2,0
26/03/2020,MG,Coronel Fabriciano,city,1,0
26/03/2020,MG,Divinópolis,city,2,0
26/03/2020,MG,Governador Valadares,city,1,0
26/03/2020,MG,Importados/Indefinidos,city,5,0
26/03/2020,MG,Ipatinga,city,1,0
26/03/2020,MG,Juiz de Fora,city,8,0
26/03/2020,MG,Lagoa da Prata,city,2,0
26/03/2020,MG,Mariana,city,2,0
26/03/2020,MG,Nova Lima,city,11,0
26/03/2020,MG,Patrocínio,city,1,0
26/03/2020,MG,Poços de Caldas,city,1,0
26/03/2020,MG,São João del Rei,city,1,0
26/03/2020,MG,Sete Lagoas,city,2,0
26/03/2020,MG,Timóteo,city,1,0
26/03/2020,MG,Uberaba,city,3,0
26/03/2020,MG,Uberlândia,city,7,0
27/03/2020,PR,,state,125,2
26/03/2020,MS,Campo Grande,city,23,0
26/03/2020,MS,Ponta Porã,city,1,0
26/03/2020,MS,Sidrolândia,city,1,0
28/03/2020,PR,,state,137,2
26/03/2020,MT,Cuiabá,city,8,0
26/03/2020,MT,Nova Monte Verde,city,1,0
26/03/2020,MT,Várzea Grande,city,2,0
29/03/2020,PR,,state,152,2
26/03/2020,PA,Ananindeua,city,4,0
26/03/2020,PA,Belém,city,6,0
26/03/2020,PA,Castanhal,city,1,0
26/03/2020,PA,Itaituba,city,1,0
26/03/2020,PA,Marabá,city,1,0
30/03/2020,PR,,state,160,3
26/03/2020,PB,Igaracy,city,1,0
26/03/2020,PB,João Pessoa,city,5,0
31/03/2020,PR,,state,185,3
26/03/2020,PE,Belo Jardim,city,1,0
26/03/2020,PE,Caruaru,city,1,0
26/03/2020,PE,Importados/Indefinidos,city,5,1
26/03/2020,PE,Jaboatão dos Guararapes,city,3,0
26/03/2020,PE,Olinda,city,3,0
26/03/2020,PE,Petrolina,city,2,0
26/03/2020,PE,Recife,city,33,2
01/04/2020,PR,,state,229,3
26/03/2020,PI,Teresina,city,9,0
02/04/2020,PR,,state,258,4
26/03/2020,PR,Campo Largo,city,1,0
26/03/2020,PR,Campo Mourão,city,1,0
26/03/2020,PR,Cascavel,city,2,0
26/03/2020,PR,Cianorte,city,6,0
26/03/2020,PR,Colombo,city,2,0
26/03/2020,PR,Curitiba,city,66,0
26/03/2020,PR,Faxinal,city,1,0
26/03/2020,PR,Foz do Iguaçu,city,5,0
26/03/2020,PR,Guaíra,city,1,0
26/03/2020,PR,Importados/Indefinidos,city,4,0
26/03/2020,PR,Londrina,city,3,0
26/03/2020,PR,Maringá,city,3,0
26/03/2020,PR,Paranavaí,city,1,0
26/03/2020,PR,Pato Branco,city,2,0
26/03/2020,PR,Pinhais,city,3,0
26/03/2020,PR,Ponta Grossa,city,3,0
26/03/2020,PR,Telêmaco Borba,city,1,0
26/03/2020,PR,Umuarama,city,1,0
03/04/2020,PR,,state,307,5
26/03/2020,RJ,Barra Mansa,city,1,0
26/03/2020,RJ,Belford Roxo,city,1,0
26/03/2020,RJ,Campos dos Goytacazes,city,1,0
26/03/2020,RJ,Duque de Caxias,city,2,0
26/03/2020,RJ,Guapimirim,city,1,0
26/03/2020,RJ,Importados/Indefinidos,city,0,0
26/03/2020,RJ,Miguel Pereira,city,1,1
26/03/2020,RJ,Niterói,city,31,1
26/03/2020,RJ,Petrópolis,city,3,1
26/03/2020,RJ,Resende,city,1,0
26/03/2020,RJ,Rio de Janeiro,city,368,6
26/03/2020,RJ,São Gonçalo,city,3,0
26/03/2020,RJ,Valença,city,1,0
26/03/2020,RJ,Volta Redonda,city,7,0
04/04/2020,PR,,state,401,7
26/03/2020,RN,Mossoró,city,2,0
26/03/2020,RN,Natal,city,13,0
26/03/2020,RN,Parnamirim,city,4,0
05/04/2020,PR,,state,445,10
26/03/2020,RO,Ji-Paraná,city,1,0
26/03/2020,RO,Porto Velho,city,5,0
06/04/2020,PR,,state,466,14
26/03/2020,RR,Boa Vista,city,9,0
26/03/2020,RR,Bonfim,city,1,0
07/04/2020,PR,,state,511,15
26/03/2020,RS,Alvorada,city,2,0
26/03/2020,RS,Anta Gorda,city,2,0
26/03/2020,RS,Bagé,city,9,0
26/03/2020,RS,Bento Gonçalves,city,2,0
26/03/2020,RS,Camaquã,city,0,0
26/03/2020,RS,Campo Bom,city,2,0
26/03/2020,RS,Canoas,city,7,0
26/03/2020,RS,Capão da Canoa,city,2,0
26/03/2020,RS,Carlos Barbosa,city,1,0
26/03/2020,RS,Caxias do Sul,city,6,0
26/03/2020,RS,Cerro Grande do Sul,city,1,0
26/03/2020,RS,Charqueadas,city,1,0
26/03/2020,RS,Cruzeiro do Sul,city,1,0
26/03/2020,RS,Dois Irmãos,city,1,0
26/03/2020,RS,Dom Pedrito,city,1,0
26/03/2020,RS,Eldorado do Sul,city,1,0
26/03/2020,RS,Erechim,city,3,0
26/03/2020,RS,Estância Velha,city,2,0
26/03/2020,RS,Estrela,city,1,0
26/03/2020,RS,Farroupilha,city,1,0
26/03/2020,RS,Garibaldi,city,1,0
26/03/2020,RS,Gravataí,city,1,0
26/03/2020,RS,Ivoti,city,2,0
26/03/2020,RS,Lajeado,city,5,0
26/03/2020,RS,Marau,city,1,0
26/03/2020,RS,Nova Palma,city,1,0
26/03/2020,RS,Osório,city,1,0
26/03/2020,RS,Paraí,city,1,0
26/03/2020,RS,Passo Fundo,city,1,0
26/03/2020,RS,Pelotas,city,2,0
26/03/2020,RS,Piratini,city,1,0
26/03/2020,RS,Porto Alegre,city,103,1
26/03/2020,RS,Rio Grande,city,2,0
26/03/2020,RS,Rolante,city,1,0
26/03/2020,RS,Santa Maria,city,2,0
26/03/2020,RS,Sant'Ana do Livramento,city,4,0
26/03/2020,RS,Santiago,city,1,0
26/03/2020,RS,Santo Antônio da Patrulha,city,1,0
26/03/2020,RS,São Leopoldo,city,1,0
26/03/2020,RS,Sapiranga,city,1,0
26/03/2020,RS,Serafina Corrêa,city,3,0
26/03/2020,RS,Taquara,city,1,0
26/03/2020,RS,Torres,city,6,0
26/03/2020,RS,Viamão,city,1,0
08/04/2020,PR,,state,550,17
26/03/2020,SC,Balneário Arroio do Silva,city,1,0
26/03/2020,SC,Balneário Camboriú,city,8,0
26/03/2020,SC,Blumenau,city,12,0
26/03/2020,SC,Braço do Norte,city,9,0
26/03/2020,SC,Camboriú,city,4,0
26/03/2020,SC,Canelinha,city,1,0
26/03/2020,SC,Chapecó,city,4,0
26/03/2020,SC,Criciúma,city,12,0
26/03/2020,SC,Florianópolis,city,20,0
26/03/2020,SC,Gaspar,city,1,0
26/03/2020,SC,Gravatal,city,3,0
26/03/2020,SC,Içara,city,1,0
26/03/2020,SC,Imbituba,city,5,0
26/03/2020,SC,Importados/Indefinidos,city,8,0
26/03/2020,SC,Itajaí,city,16,0
26/03/2020,SC,Itapema,city,1,0
26/03/2020,SC,Jaguaruna,city,2,0
26/03/2020,SC,Jaraguá do Sul,city,2,0
26/03/2020,SC,Joinville,city,7,0
26/03/2020,SC,Lages,city,1,0
26/03/2020,SC,Laguna,city,0,0
26/03/2020,SC,Navegantes,city,3,0
26/03/2020,SC,Pomerode,city,1,0
26/03/2020,SC,Porto Belo,city,3,1
26/03/2020,SC,Rancho Queimado,city,2,0
26/03/2020,SC,São José,city,8,0
26/03/2020,SC,São Ludgero,city,1,0
26/03/2020,SC,São Pedro de Alcântara,city,1,0
26/03/2020,SC,Siderópolis,city,2,0
26/03/2020,SC,Tijucas,city,1,0
26/03/2020,SC,Timbé do Sul,city,1,0
26/03/2020,SC,Tubarão,city,8,0
09/04/2020,PR,,state,621,24
26/03/2020,SP,Arujá,city,1,0
26/03/2020,SP,Barueri,city,3,0
26/03/2020,SP,Caieiras,city,2,0
26/03/2020,SP,Campinas,city,4,0
26/03/2020,SP,Carapicuíba,city,2,0
26/03/2020,SP,Cotia,city,5,0
26/03/2020,SP,Embu das Artes,city,1,0
26/03/2020,SP,Ferraz de Vasconcelos,city,1,0
26/03/2020,SP,Guarulhos,city,9,1
26/03/2020,SP,Hortolândia,city,1,0
26/03/2020,SP,Importados/Indefinidos,city,37,1
26/03/2020,SP,Iracemápolis,city,1,0
26/03/2020,SP,Jaguariúna,city,1,0
26/03/2020,SP,Jundiaí,city,2,0
26/03/2020,SP,Louveira,city,2,0
26/03/2020,SP,Mairiporã,city,1,0
26/03/2020,SP,Mauá,city,2,0
26/03/2020,SP,Mogi das Cruzes,city,7,0
26/03/2020,SP,Osasco,city,3,0
26/03/2020,SP,Poá,city,1,0
26/03/2020,SP,Ribeirão Pires,city,1,0
26/03/2020,SP,Ribeirão Preto,city,1,1
26/03/2020,SP,Rio Claro,city,1,0
26/03/2020,SP,Santana de Parnaíba,city,6,0
26/03/2020,SP,Santo André,city,16,0
26/03/2020,SP,São Bernardo do Campo,city,13,0
26/03/2020,SP,São Caetano do Sul,city,17,0
26/03/2020,SP,São José do Rio Preto,city,1,0
26/03/2020,SP,São José dos Campos,city,2,0
26/03/2020,SP,São Paulo,city,899,53
26/03/2020,SP,São Sebastião,city,2,0
26/03/2020,SP,Suzano,city,2,0
26/03/2020,SP,Taboão da Serra,city,2,1
26/03/2020,SP,Tatuí,city,1,0
26/03/2020,SP,Taubaté,city,1,0
26/03/2020,SP,Valinhos,city,1,0
26/03/2020,SP,Vargem Grande Paulista,city,1,1
10/04/2020,PR,,state,655,26
26/03/2020,TO,Palmas,city,8,0
11/04/2020,PR,,state,688,27
25/03/2020,AC,Rio Branco,city,23,0
12/04/2020,PR,,state,750,31
25/03/2020,AL,Maceió,city,10,0
25/03/2020,AL,Porto Real do Colégio,city,1,0
13/04/2020,PR,,state,768,33
25/03/2020,AM,Manaus,city,52,0
25/03/2020,AM,Parintins,city,2,1
14/04/2020,PR,,state,803,39
25/03/2020,AP,Macapá,city,2,0
15/04/2020,PR,,state,816,41
25/03/2020,BA,Barreiras,city,1,0
25/03/2020,BA,Brumado,city,1,0
25/03/2020,BA,Camaçari,city,1,0
25/03/2020,BA,Canarana,city,1,0
25/03/2020,BA,Conceição do Jacuípe,city,1,0
25/03/2020,BA,Conde,city,1,0
25/03/2020,BA,Feira de Santana,city,8,0
25/03/2020,BA,Ilhéus,city,1,0
25/03/2020,BA,Importados/Indefinidos,city,3,0
25/03/2020,BA,Itabuna,city,1,0
25/03/2020,BA,Jequié,city,1,0
25/03/2020,BA,Juazeiro,city,2,0
25/03/2020,BA,Lauro de Freitas,city,3,0
25/03/2020,BA,Porto Seguro,city,8,0
25/03/2020,BA,Prado,city,2,0
25/03/2020,BA,Salvador,city,54,0
25/03/2020,BA,São Domingos,city,1,0
25/03/2020,BA,Teixeira de Freitas,city,1,0
16/04/2020,PR,,state,845,43
25/03/2020,CE,Aquiraz,city,6,0
25/03/2020,CE,Fortaleza,city,196,0
25/03/2020,CE,Fortim,city,1,0
25/03/2020,CE,Importados/Indefinidos,city,2,0
25/03/2020,CE,Juazeiro do Norte,city,1,0
25/03/2020,CE,Mauriti,city,1,0
25/03/2020,CE,Sobral,city,4,0
17/04/2020,PR,,state,887,44
25/03/2020,DF,Brasília,city,191,0
18/04/2020,PR,,state,960,49
25/03/2020,ES,Cachoeiro de Itapemirim,city,1,0
25/03/2020,ES,Cariacica,city,1,0
25/03/2020,ES,Importados/Indefinidos,city,1,0
25/03/2020,ES,Linhares,city,3,0
25/03/2020,ES,Santa Teresa,city,1,0
25/03/2020,ES,Serra,city,1,0
25/03/2020,ES,Vila Velha,city,17,0
25/03/2020,ES,Vitória,city,15,0
05/03/2020,RJ,,state,1,0
25/03/2020,GO,Anápolis,city,3,0
25/03/2020,GO,Aparecida de Goiânia,city,2,0
25/03/2020,GO,Catalão,city,1,0
25/03/2020,GO,Goiânia,city,15,0
25/03/2020,GO,Importados/Indefinidos,city,3,0
25/03/2020,GO,Jataí,city,1,0
25/03/2020,GO,Luziânia,city,1,0
25/03/2020,GO,Rio Verde,city,6,0
25/03/2020,GO,Silvânia,city,1,0
25/03/2020,GO,Valparaíso de Goiás,city,2,0
06/03/2020,RJ,,state,2,0
25/03/2020,MA,São Luís,city,8,0
08/03/2020,RJ,,state,3,0
25/03/2020,MG,Belo Horizonte,city,90,0
25/03/2020,MG,Betim,city,1,0
25/03/2020,MG,Bom Despacho,city,1,0
25/03/2020,MG,Campos Altos,city,1,0
25/03/2020,MG,Contagem,city,2,0
25/03/2020,MG,Coronel Fabriciano,city,1,0
25/03/2020,MG,Divinópolis,city,1,0
25/03/2020,MG,Importados/Indefinidos,city,2,0
25/03/2020,MG,Ipatinga,city,1,0
25/03/2020,MG,Juiz de Fora,city,8,0
25/03/2020,MG,Lagoa da Prata,city,1,0
25/03/2020,MG,Mariana,city,2,0
25/03/2020,MG,Nova Lima,city,7,0
25/03/2020,MG,Patrocínio,city,1,0
25/03/2020,MG,Poços de Caldas,city,1,0
25/03/2020,MG,Sete Lagoas,city,2,0
25/03/2020,MG,Timóteo,city,1,0
25/03/2020,MG,Uberaba,city,3,0
25/03/2020,MG,Uberlândia,city,7,0
12/03/2020,RJ,,state,15,0
25/03/2020,MS,Campo Grande,city,22,0
25/03/2020,MS,Ponta Porã,city,1,0
25/03/2020,MS,Sidrolândia,city,1,0
15/03/2020,RJ,,state,24,0
25/03/2020,MT,Cuiabá,city,6,0
25/03/2020,MT,Nova Monte Verde,city,1,0
25/03/2020,MT,Várzea Grande,city,2,0
16/03/2020,RJ,,state,25,0
25/03/2020,PA,Ananindeua,city,2,0
25/03/2020,PA,Belém,city,4,0
25/03/2020,PA,Marabá,city,1,0
18/03/2020,RJ,,state,63,0
25/03/2020,PB,Igaracy,city,1,0
25/03/2020,PB,João Pessoa,city,4,0
19/03/2020,RJ,,state,66,2
25/03/2020,PE,Belo Jardim,city,1,0
25/03/2020,PE,Caruaru,city,1,0
25/03/2020,PE,Importados/Indefinidos,city,5,0
25/03/2020,PE,Jaboatão dos Guararapes,city,3,0
25/03/2020,PE,Olinda,city,3,0
25/03/2020,PE,Petrolina,city,2,0
25/03/2020,PE,Recife,city,31,1
21/03/2020,RJ,,state,119,3
25/03/2020,PI,Teresina,city,9,0
22/03/2020,RJ,,state,186,3
25/03/2020,PR,Campo Largo,city,1,0
25/03/2020,PR,Campo Mourão,city,1,0
25/03/2020,PR,Cascavel,city,2,0
25/03/2020,PR,Cianorte,city,6,0
25/03/2020,PR,Colombo,city,2,0
25/03/2020,PR,Curitiba,city,60,0
25/03/2020,PR,Faxinal,city,1,0
25/03/2020,PR,Foz do Iguaçu,city,5,0
25/03/2020,PR,Guaíra,city,1,0
25/03/2020,PR,Importados/Indefinidos,city,4,0
25/03/2020,PR,Londrina,city,3,0
25/03/2020,PR,Maringá,city,2,0
25/03/2020,PR,Paranavaí,city,1,0
25/03/2020,PR,Pato Branco,city,1,0
25/03/2020,PR,Pinhais,city,3,0
25/03/2020,PR,Ponta Grossa,city,3,0
25/03/2020,PR,Telêmaco Borba,city,1,0
25/03/2020,PR,Umuarama,city,0,0
23/03/2020,RJ,,state,233,4
25/03/2020,RJ,Barra Mansa,city,1,0
25/03/2020,RJ,Campos dos Goytacazes,city,1,0
25/03/2020,RJ,Duque de Caxias,city,2,0
25/03/2020,RJ,Guapimirim,city,1,0
25/03/2020,RJ,Importados/Indefinidos,city,0,0
25/03/2020,RJ,Miguel Pereira,city,1,1
25/03/2020,RJ,Niterói,city,19,1
25/03/2020,RJ,Petrópolis,city,3,1
25/03/2020,RJ,Resende,city,1,0
25/03/2020,RJ,Rio de Janeiro,city,331,5
25/03/2020,RJ,São Gonçalo,city,3,0
25/03/2020,RJ,Valença,city,1,0
25/03/2020,RJ,Volta Redonda,city,6,0
24/03/2020,RJ,,state,305,6
25/03/2020,RN,Mossoró,city,1,0
25/03/2020,RN,Natal,city,9,0
25/03/2020,RN,Parnamirim,city,4,0
25/03/2020,RJ,,state,370,8
25/03/2020,RO,Ji-Paraná,city,1,0
25/03/2020,RO,Porto Velho,city,4,0
26/03/2020,RJ,,state,421,9
25/03/2020,RR,Boa Vista,city,7,0
25/03/2020,RR,Bonfim,city,1,0
27/03/2020,RJ,,state,493,10
25/03/2020,RS,Alvorada,city,2,0
25/03/2020,RS,Anta Gorda,city,2,0
25/03/2020,RS,Bagé,city,7,0
25/03/2020,RS,Bento Gonçalves,city,2,0
25/03/2020,RS,Camaquã,city,0,0
25/03/2020,RS,Campo Bom,city,2,0
25/03/2020,RS,Canoas,city,6,0
25/03/2020,RS,Capão da Canoa,city,2,0
25/03/2020,RS,Carlos Barbosa,city,1,0
25/03/2020,RS,Caxias do Sul,city,3,0
25/03/2020,RS,Cerro Grande do Sul,city,1,0
25/03/2020,RS,Charqueadas,city,1,0
25/03/2020,RS,Cruzeiro do Sul,city,1,0
25/03/2020,RS,Dois Irmãos,city,1,0
25/03/2020,RS,Dom Pedrito,city,1,0
25/03/2020,RS,Eldorado do Sul,city,1,0
25/03/2020,RS,Erechim,city,3,0
25/03/2020,RS,Estância Velha,city,1,0
25/03/2020,RS,Estrela,city,1,0
25/03/2020,RS,Farroupilha,city,1,0
25/03/2020,RS,Garibaldi,city,1,0
25/03/2020,RS,Gravataí,city,1,0
25/03/2020,RS,Ivoti,city,2,0
25/03/2020,RS,Lajeado,city,5,0
25/03/2020,RS,Osório,city,1,0
25/03/2020,RS,Paraí,city,1,0
25/03/2020,RS,Pelotas,city,1,0
25/03/2020,RS,Porto Alegre,city,87,1
25/03/2020,RS,Rio Grande,city,2,0
25/03/2020,RS,Santa Maria,city,2,0
25/03/2020,RS,Sant'Ana do Livramento,city,4,0
25/03/2020,RS,Santiago,city,1,0
25/03/2020,RS,Santo Antônio da Patrulha,city,1,0
25/03/2020,RS,São Leopoldo,city,1,0
25/03/2020,RS,Sapiranga,city,2,0
25/03/2020,RS,Serafina Corrêa,city,3,0
25/03/2020,RS,Taquara,city,1,0
25/03/2020,RS,Torres,city,6,0
25/03/2020,RS,Viamão,city,1,0
28/03/2020,RJ,,state,558,13
25/03/2020,SC,Balneário Arroio do Silva,city,1,0
25/03/2020,SC,Balneário Camboriú,city,7,0
25/03/2020,SC,Blumenau,city,9,0
25/03/2020,SC,Braço do Norte,city,9,0
25/03/2020,SC,Camboriú,city,2,0
25/03/2020,SC,Canelinha,city,1,0
25/03/2020,SC,Chapecó,city,2,0
25/03/2020,SC,Criciúma,city,11,0
25/03/2020,SC,Florianópolis,city,16,0
25/03/2020,SC,Gaspar,city,1,0
25/03/2020,SC,Gravatal,city,3,0
25/03/2020,SC,Içara,city,1,0
25/03/2020,SC,Imbituba,city,4,0
25/03/2020,SC,Importados/Indefinidos,city,8,0
25/03/2020,SC,Itajaí,city,12,0
25/03/2020,SC,Jaguaruna,city,2,0
25/03/2020,SC,Jaraguá do Sul,city,2,0
25/03/2020,SC,Joinville,city,5,0
25/03/2020,SC,Lages,city,1,0
25/03/2020,SC,Laguna,city,1,0
25/03/2020,SC,Navegantes,city,3,0
25/03/2020,SC,Pomerode,city,1,0
25/03/2020,SC,Porto Belo,city,2,0
25/03/2020,SC,Rancho Queimado,city,2,0
25/03/2020,SC,São José,city,5,0
25/03/2020,SC,São Ludgero,city,1,0
25/03/2020,SC,São Pedro de Alcântara,city,1,0
25/03/2020,SC,Tijucas,city,1,0
25/03/2020,SC,Tubarão,city,8,0
29/03/2020,RJ,,state,600,17
25/03/2020,SE,Aracaju,city,13,0
25/03/2020,SE,Nossa Senhora da Glória,city,1,0
25/03/2020,SE,Propriá,city,2,0
30/03/2020,RJ,,state,657,18
25/03/2020,SP,Barueri,city,1,0
25/03/2020,SP,Caieiras,city,1,0
25/03/2020,SP,Campinas,city,4,0
25/03/2020,SP,Carapicuíba,city,2,0
25/03/2020,SP,Cotia,city,6,0
25/03/2020,SP,Embu das Artes,city,1,0
25/03/2020,SP,Ferraz de Vasconcelos,city,1,0
25/03/2020,SP,Guarulhos,city,5,1
25/03/2020,SP,Hortolândia,city,2,0
25/03/2020,SP,Importados/Indefinidos,city,43,0
25/03/2020,SP,Iracemápolis,city,1,0
25/03/2020,SP,Jaguariúna,city,1,0
25/03/2020,SP,Jundiaí,city,1,0
