country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PT,Portugal,Guarda District,,11/04/2020,-79,-43,-77,,-49,
PT,Portugal,Guarda District,,12/04/2020,-89,-90,-77,,-50,
PT,Portugal,Guarda District,,13/04/2020,-76,-49,-58,,-69,
PT,Portugal,Guarda District,,14/04/2020,-68,-32,-47,,-59,26
PT,Portugal,Guarda District,,15/04/2020,-73,-36,-62,,-60,28
PT,Portugal,Guarda District,,16/04/2020,-71,-32,-53,,-59,29
PT,Portugal,Guarda District,,17/04/2020,-71,-33,-55,,-58,
PT,Portugal,Guarda District,,18/04/2020,-74,-40,-69,,-44,
PT,Portugal,Guarda District,,19/04/2020,-79,-52,-63,,-40,
PT,Portugal,Guarda District,,20/04/2020,-67,-39,-54,,-58,28
PT,Portugal,Guarda District,,21/04/2020,-63,-25,-44,,-56,26
PT,Portugal,Guarda District,,22/04/2020,-65,-35,-44,,-55,24
PT,Portugal,Guarda District,,23/04/2020,-62,-33,-34,,-56,25
PT,Portugal,Guarda District,,24/04/2020,-67,-34,-54,,-55,28
PT,Portugal,Guarda District,,25/04/2020,-76,-43,-73,,-48,
PT,Portugal,Guarda District,,26/04/2020,-78,-53,-70,,-42,
PT,Portugal,Guarda District,,27/04/2020,-62,-32,-40,,-54,26
PT,Portugal,Guarda District,,28/04/2020,-63,-26,-42,,-55,23
PT,Portugal,Guarda District,,29/04/2020,-65,-30,-43,,-55,24
PT,Portugal,Guarda District,,30/04/2020,-62,-16,-30,,-54,23
PT,Portugal,Guarda District,,01/05/2020,-78,-51,-50,-74,-77,
PT,Portugal,Guarda District,,02/05/2020,-72,-37,-58,,-35,
PT,Portugal,Guarda District,,03/05/2020,-73,-45,-42,,-24,
PT,Portugal,Guarda District,,04/05/2020,-59,-28,-31,,-48,22
PT,Portugal,Guarda District,,05/05/2020,-57,-22,-20,,-47,21
PT,Portugal,Guarda District,,06/05/2020,-55,-18,-17,,-46,18
PT,Portugal,Guarda District,,07/05/2020,-54,-21,-4,,-46,21
PT,Portugal,Guarda District,,08/05/2020,-57,-16,-27,,-45,22
PT,Portugal,Guarda District,,09/05/2020,-65,-23,-56,,-25,
PT,Portugal,Leiria District,,15/02/2020,4,3,43,8,1,-2
PT,Portugal,Leiria District,,16/02/2020,1,6,0,16,2,0
PT,Portugal,Leiria District,,17/02/2020,2,4,17,7,3,0
PT,Portugal,Leiria District,,18/02/2020,3,3,16,4,4,0
PT,Portugal,Leiria District,,19/02/2020,4,4,30,1,3,-2
PT,Portugal,Leiria District,,20/02/2020,5,4,29,8,2,-1
PT,Portugal,Leiria District,,21/02/2020,6,8,56,28,1,-2
PT,Portugal,Leiria District,,22/02/2020,5,11,58,45,0,-2
PT,Portugal,Leiria District,,23/02/2020,13,12,68,87,3,-4
PT,Portugal,Leiria District,,24/02/2020,26,16,139,10,-30,4
PT,Portugal,Leiria District,,25/02/2020,-4,-1,85,-9,-70,19
PT,Portugal,Leiria District,,26/02/2020,-1,3,31,-6,-14,3
PT,Portugal,Leiria District,,27/02/2020,2,6,35,8,2,0
PT,Portugal,Leiria District,,28/02/2020,-1,8,23,9,2,-1
PT,Portugal,Leiria District,,29/02/2020,-2,9,-12,-6,1,1
PT,Portugal,Leiria District,,01/03/2020,-9,0,-49,6,-1,3
PT,Portugal,Leiria District,,02/03/2020,2,9,3,12,4,0
PT,Portugal,Leiria District,,03/03/2020,1,8,-7,-3,4,0
PT,Portugal,Leiria District,,04/03/2020,3,7,10,1,3,-1
PT,Portugal,Leiria District,,05/03/2020,5,7,15,1,3,0
PT,Portugal,Leiria District,,06/03/2020,1,8,8,9,3,0
PT,Portugal,Leiria District,,07/03/2020,4,6,13,-1,0,-1
PT,Portugal,Leiria District,,08/03/2020,2,6,-3,12,3,-1
PT,Portugal,Leiria District,,09/03/2020,1,11,18,3,3,0
PT,Portugal,Leiria District,,10/03/2020,2,16,24,2,3,0
PT,Portugal,Leiria District,,11/03/2020,0,24,28,-2,2,0
PT,Portugal,Leiria District,,12/03/2020,-5,30,11,-10,0,2
PT,Portugal,Leiria District,,13/03/2020,-23,28,-17,-18,-4,7
PT,Portugal,Leiria District,,14/03/2020,-47,-7,-42,-40,-15,13
PT,Portugal,Leiria District,,15/03/2020,-63,-31,-70,-53,-24,16
PT,Portugal,Leiria District,,16/03/2020,-48,-14,-41,-54,-36,20
PT,Portugal,Leiria District,,17/03/2020,-52,-18,-38,-60,-40,22
PT,Portugal,Leiria District,,18/03/2020,-52,-16,-34,-57,-42,22
PT,Portugal,Leiria District,,19/03/2020,-65,-35,-52,-68,-49,28
PT,Portugal,Leiria District,,20/03/2020,-77,-42,-72,-80,-52,35
PT,Portugal,Leiria District,,21/03/2020,-82,-48,-74,-78,-52,26
PT,Portugal,Leiria District,,22/03/2020,-84,-60,-79,-78,-49,23
PT,Portugal,Leiria District,,23/03/2020,-73,-42,-60,-77,-55,31
PT,Portugal,Leiria District,,24/03/2020,-73,-41,-59,-77,-56,32
PT,Portugal,Leiria District,,25/03/2020,-73,-41,-60,-77,-56,31
PT,Portugal,Leiria District,,26/03/2020,-74,-42,-61,-76,-57,32
PT,Portugal,Leiria District,,27/03/2020,-74,-40,-63,-77,-56,36
PT,Portugal,Leiria District,,28/03/2020,-80,-47,-78,-81,-52,26
PT,Portugal,Leiria District,,29/03/2020,-85,-62,-85,-81,-50,23
PT,Portugal,Leiria District,,30/03/2020,-73,-44,-74,-77,-56,32
PT,Portugal,Leiria District,,31/03/2020,-72,-35,-69,-77,-56,32
PT,Portugal,Leiria District,,01/04/2020,-73,-42,-74,-79,-57,32
PT,Portugal,Leiria District,,02/04/2020,-70,-34,-53,-78,-57,31
PT,Portugal,Leiria District,,03/04/2020,-72,-34,-59,-77,-56,35
PT,Portugal,Leiria District,,04/04/2020,-79,-42,-84,-76,-53,26
PT,Portugal,Leiria District,,05/04/2020,-86,-62,-92,-85,-52,25
PT,Portugal,Leiria District,,06/04/2020,-70,-38,-72,-78,-56,32
PT,Portugal,Leiria District,,07/04/2020,-68,-29,-61,-75,-57,31
PT,Portugal,Leiria District,,08/04/2020,-67,-25,-61,-73,-56,29
PT,Portugal,Leiria District,,09/04/2020,-69,-24,-64,-78,-61,33
PT,Portugal,Leiria District,,10/04/2020,-85,-50,-68,-87,-85,49
PT,Portugal,Leiria District,,11/04/2020,-79,-40,-81,-79,-55,27
PT,Portugal,Leiria District,,12/04/2020,-88,-84,-86,-82,-53,24
PT,Portugal,Leiria District,,13/04/2020,-71,-41,-64,-81,-59,33
PT,Portugal,Leiria District,,14/04/2020,-67,-33,-62,-73,-54,30
PT,Portugal,Leiria District,,15/04/2020,-68,-35,-62,-73,-54,30
PT,Portugal,Leiria District,,16/04/2020,-68,-30,-62,-72,-54,31
PT,Portugal,Leiria District,,17/04/2020,-67,-31,-55,-74,-54,33
PT,Portugal,Leiria District,,18/04/2020,-72,-40,-67,-72,-45,22
PT,Portugal,Leiria District,,19/04/2020,-78,-56,-77,-73,-43,21
PT,Portugal,Leiria District,,20/04/2020,-67,-43,-63,-72,-52,30
PT,Portugal,Leiria District,,21/04/2020,-64,-36,-58,-71,-52,29
PT,Portugal,Leiria District,,22/04/2020,-65,-39,-55,-70,-52,28
PT,Portugal,Leiria District,,23/04/2020,-64,-37,-44,-70,-52,29
PT,Portugal,Leiria District,,24/04/2020,-67,-33,-54,-70,-52,32
PT,Portugal,Leiria District,,25/04/2020,-73,-40,-68,-68,-48,22
PT,Portugal,Leiria District,,26/04/2020,-78,-53,-78,-71,-42,20
PT,Portugal,Leiria District,,27/04/2020,-62,-35,-40,-70,-50,27
PT,Portugal,Leiria District,,28/04/2020,-61,-30,-45,-68,-50,25
PT,Portugal,Leiria District,,29/04/2020,-62,-30,-47,-67,-50,27
PT,Portugal,Leiria District,,30/04/2020,-57,-17,-32,-59,-50,25
PT,Portugal,Leiria District,,01/05/2020,-78,-43,-54,-80,-80,43
PT,Portugal,Leiria District,,02/05/2020,-71,-32,-58,-65,-43,22
PT,Portugal,Leiria District,,03/05/2020,-74,-46,-63,-65,-30,17
PT,Portugal,Leiria District,,04/05/2020,-54,-25,-28,-56,-44,23
PT,Portugal,Leiria District,,05/05/2020,-53,-23,-23,-57,-44,23
PT,Portugal,Leiria District,,06/05/2020,-52,-21,-2,-57,-43,22
PT,Portugal,Leiria District,,07/05/2020,-52,-18,-3,-60,-43,23
PT,Portugal,Leiria District,,08/05/2020,-55,-16,-14,-57,-41,26
PT,Portugal,Leiria District,,09/05/2020,-61,-21,-57,-57,-29,17
PT,Portugal,Lisbon,,15/02/2020,6,0,30,10,1,-2
PT,Portugal,Lisbon,,16/02/2020,-4,2,-14,1,-1,0
PT,Portugal,Lisbon,,17/02/2020,0,3,12,1,2,0
PT,Portugal,Lisbon,,18/02/2020,0,0,8,3,3,0
PT,Portugal,Lisbon,,19/02/2020,3,1,25,5,3,-1
PT,Portugal,Lisbon,,20/02/2020,6,3,26,6,2,-1
PT,Portugal,Lisbon,,21/02/2020,0,6,33,9,1,-2
PT,Portugal,Lisbon,,22/02/2020,-2,1,46,9,-1,-4
PT,Portugal,Lisbon,,23/02/2020,0,3,34,9,0,-4
PT,Portugal,Lisbon,,24/02/2020,8,6,65,-10,-28,3
PT,Portugal,Lisbon,,25/02/2020,-7,-3,28,-29,-63,15
PT,Portugal,Lisbon,,26/02/2020,-3,2,15,-2,-11,2
PT,Portugal,Lisbon,,27/02/2020,6,6,26,4,0,-1
PT,Portugal,Lisbon,,28/02/2020,1,11,26,5,1,-1
PT,Portugal,Lisbon,,29/02/2020,0,7,5,3,2,0
PT,Portugal,Lisbon,,01/03/2020,-8,4,-38,-3,-1,2
PT,Portugal,Lisbon,,02/03/2020,5,11,9,3,2,0
PT,Portugal,Lisbon,,03/03/2020,-2,5,0,1,2,0
PT,Portugal,Lisbon,,04/03/2020,1,6,16,3,2,-1
PT,Portugal,Lisbon,,05/03/2020,2,7,13,4,2,-1
PT,Portugal,Lisbon,,06/03/2020,-3,8,15,4,2,-1
PT,Portugal,Lisbon,,07/03/2020,-2,4,33,5,1,-1
PT,Portugal,Lisbon,,08/03/2020,0,6,4,2,0,-1
PT,Portugal,Lisbon,,09/03/2020,-1,11,24,-1,1,1
PT,Portugal,Lisbon,,10/03/2020,-2,15,23,-2,0,1
PT,Portugal,Lisbon,,11/03/2020,-3,26,30,-4,-1,1
PT,Portugal,Lisbon,,12/03/2020,-13,29,4,-13,-7,5
PT,Portugal,Lisbon,,13/03/2020,-33,23,-19,-26,-16,11
PT,Portugal,Lisbon,,14/03/2020,-52,-13,-33,-35,-17,14
PT,Portugal,Lisbon,,15/03/2020,-64,-34,-59,-45,-25,14
PT,Portugal,Lisbon,,16/03/2020,-54,-22,-46,-53,-47,24
PT,Portugal,Lisbon,,17/03/2020,-58,-26,-49,-58,-54,27
PT,Portugal,Lisbon,,18/03/2020,-59,-26,-45,-60,-56,27
PT,Portugal,Lisbon,,19/03/2020,-71,-40,-60,-71,-64,33
PT,Portugal,Lisbon,,20/03/2020,-80,-43,-73,-75,-67,39
PT,Portugal,Lisbon,,21/03/2020,-82,-49,-72,-73,-58,26
PT,Portugal,Lisbon,,22/03/2020,-84,-56,-74,-76,-54,22
PT,Portugal,Lisbon,,23/03/2020,-76,-45,-63,-76,-68,36
PT,Portugal,Lisbon,,24/03/2020,-76,-44,-65,-76,-69,36
PT,Portugal,Lisbon,,25/03/2020,-76,-45,-65,-77,-69,36
PT,Portugal,Lisbon,,26/03/2020,-77,-45,-67,-78,-70,37
PT,Portugal,Lisbon,,27/03/2020,-78,-41,-68,-77,-69,39
PT,Portugal,Lisbon,,28/03/2020,-80,-47,-73,-75,-58,25
PT,Portugal,Lisbon,,29/03/2020,-84,-58,-82,-79,-56,22
PT,Portugal,Lisbon,,30/03/2020,-77,-47,-77,-80,-70,36
PT,Portugal,Lisbon,,31/03/2020,-74,-40,-71,-77,-69,35
PT,Portugal,Lisbon,,01/04/2020,-77,-47,-77,-79,-70,36
PT,Portugal,Lisbon,,02/04/2020,-73,-38,-61,-76,-70,35
PT,Portugal,Lisbon,,03/04/2020,-75,-36,-64,-77,-69,38
PT,Portugal,Lisbon,,04/04/2020,-80,-46,-81,-77,-58,26
PT,Portugal,Lisbon,,05/04/2020,-85,-59,-89,-83,-58,23
PT,Portugal,Lisbon,,06/04/2020,-76,-46,-78,-80,-70,37
PT,Portugal,Lisbon,,07/04/2020,-72,-35,-66,-77,-70,35
PT,Portugal,Lisbon,,08/04/2020,-71,-34,-68,-75,-69,34
PT,Portugal,Lisbon,,09/04/2020,-74,-34,-73,-81,-74,38
PT,Portugal,Lisbon,,10/04/2020,-83,-46,-69,-87,-87,48
PT,Portugal,Lisbon,,11/04/2020,-80,-41,-73,-79,-62,27
PT,Portugal,Lisbon,,12/04/2020,-87,-81,-78,-83,-61,23
PT,Portugal,Lisbon,,13/04/2020,-76,-43,-71,-82,-73,38
PT,Portugal,Lisbon,,14/04/2020,-72,-39,-70,-77,-68,35
PT,Portugal,Lisbon,,15/04/2020,-72,-39,-67,-76,-69,35
PT,Portugal,Lisbon,,16/04/2020,-73,-39,-71,-78,-69,36
PT,Portugal,Lisbon,,17/04/2020,-72,-32,-59,-76,-68,38
PT,Portugal,Lisbon,,18/04/2020,-74,-42,-63,-72,-52,23
PT,Portugal,Lisbon,,19/04/2020,-79,-52,-73,-77,-52,20
PT,Portugal,Lisbon,,20/04/2020,-73,-48,-70,-79,-68,35
PT,Portugal,Lisbon,,21/04/2020,-70,-41,-62,-76,-67,34
PT,Portugal,Lisbon,,22/04/2020,-70,-43,-58,-76,-67,34
PT,Portugal,Lisbon,,23/04/2020,-70,-40,-54,-76,-67,34
PT,Portugal,Lisbon,,24/04/2020,-72,-36,-57,-76,-66,36
PT,Portugal,Lisbon,,25/04/2020,-75,-42,-61,-72,-54,23
PT,Portugal,Lisbon,,26/04/2020,-78,-49,-72,-76,-50,20
PT,Portugal,Lisbon,,27/04/2020,-69,-39,-55,-76,-65,33
PT,Portugal,Lisbon,,28/04/2020,-68,-37,-53,-74,-65,30
PT,Portugal,Lisbon,,29/04/2020,-69,-39,-62,-75,-65,33
PT,Portugal,Lisbon,,30/04/2020,-63,-25,-43,-69,-64,30
PT,Portugal,Lisbon,,01/05/2020,-78,-42,-55,-82,-84,44
PT,Portugal,Lisbon,,02/05/2020,-72,-34,-53,-69,-50,23
PT,Portugal,Lisbon,,03/05/2020,-73,-41,-53,-70,-41,17
PT,Portugal,Lisbon,,04/05/2020,-61,-29,-44,-69,-59,28
PT,Portugal,Lisbon,,05/05/2020,-61,-29,-39,-68,-59,29
PT,Portugal,Lisbon,,06/05/2020,-61,-29,-34,-66,-58,28
PT,Portugal,Lisbon,,07/05/2020,-60,-28,-26,-66,-58,28
PT,Portugal,Lisbon,,08/05/2020,-63,-23,-35,-66,-57,29
PT,Portugal,Lisbon,,09/05/2020,-66,-30,-55,-64,-37,18
PT,Portugal,Madeira,,15/02/2020,-1,4,6,3,-1,0
PT,Portugal,Madeira,,16/02/2020,-3,8,10,7,0,0
PT,Portugal,Madeira,,17/02/2020,-1,6,8,9,1,0
PT,Portugal,Madeira,,18/02/2020,-1,7,-7,3,0,1
PT,Portugal,Madeira,,19/02/2020,-2,3,5,7,2,-1
PT,Portugal,Madeira,,20/02/2020,-2,4,5,1,0,0
PT,Portugal,Madeira,,21/02/2020,-3,4,-5,-3,-3,2
PT,Portugal,Madeira,,22/02/2020,2,5,37,7,-3,1
PT,Portugal,Madeira,,23/02/2020,-5,6,22,2,3,0
PT,Portugal,Madeira,,24/02/2020,5,9,27,7,-26,4
PT,Portugal,Madeira,,25/02/2020,-6,-12,35,-3,-63,16
PT,Portugal,Madeira,,26/02/2020,-5,1,12,-3,-26,7
PT,Portugal,Madeira,,27/02/2020,-4,7,19,-2,-3,1
PT,Portugal,Madeira,,28/02/2020,-2,12,20,-2,-2,0
PT,Portugal,Madeira,,29/02/2020,-3,7,12,1,0,1
PT,Portugal,Madeira,,01/03/2020,-4,9,6,1,0,1
PT,Portugal,Madeira,,02/03/2020,-3,8,6,3,0,1
PT,Portugal,Madeira,,03/03/2020,-1,8,8,-1,-1,0
PT,Portugal,Madeira,,04/03/2020,0,6,15,3,-1,0
PT,Portugal,Madeira,,05/03/2020,1,10,17,3,-1,0
PT,Portugal,Madeira,,06/03/2020,-1,10,20,-2,-1,0
PT,Portugal,Madeira,,07/03/2020,0,8,19,2,-1,0
PT,Portugal,Madeira,,08/03/2020,-1,9,13,4,0,-1
PT,Portugal,Madeira,,09/03/2020,-2,11,12,4,-1,0
PT,Portugal,Madeira,,10/03/2020,-1,11,19,-2,-1,0
PT,Portugal,Madeira,,11/03/2020,-3,20,17,1,0,0
PT,Portugal,Madeira,,12/03/2020,-7,32,12,-5,-2,1
PT,Portugal,Madeira,,13/03/2020,-17,25,-1,-11,-4,5
PT,Portugal,Madeira,,14/03/2020,-35,6,-23,-21,-13,12
PT,Portugal,Madeira,,15/03/2020,-49,-17,-37,-28,-17,13
PT,Portugal,Madeira,,16/03/2020,-45,-14,-41,-33,-39,19
PT,Portugal,Madeira,,17/03/2020,-54,-21,-53,-42,-46,23
PT,Portugal,Madeira,,18/03/2020,-58,-25,-58,-45,-53,25
PT,Portugal,Madeira,,19/03/2020,-69,-40,-68,-53,-60,30
PT,Portugal,Madeira,,20/03/2020,-77,-44,-71,-60,-63,35
PT,Portugal,Madeira,,21/03/2020,-81,-50,-75,-65,-57,25
PT,Portugal,Madeira,,22/03/2020,-86,-60,-86,-74,-56,
PT,Portugal,Madeira,,23/03/2020,-81,-52,-82,-73,-68,35
PT,Portugal,Madeira,,24/03/2020,-80,-49,-78,-72,-69,35
PT,Portugal,Madeira,,25/03/2020,-80,-51,-75,-66,-69,35
PT,Portugal,Madeira,,26/03/2020,-79,-50,-75,-70,-69,35
PT,Portugal,Madeira,,27/03/2020,-80,-49,-74,-72,-69,38
PT,Portugal,Madeira,,28/03/2020,-83,-52,-79,-73,-61,27
PT,Portugal,Madeira,,29/03/2020,-89,-63,-86,-77,-60,
PT,Portugal,Madeira,,30/03/2020,-79,-51,-80,-74,-68,35
PT,Portugal,Madeira,,31/03/2020,-80,-50,-78,-72,-71,35
PT,Portugal,Madeira,,01/04/2020,-81,-53,-77,-70,-72,36
PT,Portugal,Madeira,,02/04/2020,-80,-50,-75,-72,-73,37
PT,Portugal,Madeira,,03/04/2020,-84,-53,-83,-79,-73,42
PT,Portugal,Madeira,,04/04/2020,-84,-52,-82,-77,-65,28
PT,Portugal,Madeira,,05/04/2020,-88,-59,-84,-79,-61,
PT,Portugal,Madeira,,06/04/2020,-79,-46,-78,-74,-71,35
PT,Portugal,Madeira,,07/04/2020,-77,-42,-75,-71,-72,35
PT,Portugal,Madeira,,08/04/2020,-74,-36,-71,-64,-70,32
PT,Portugal,Madeira,,09/04/2020,-83,-49,-79,-76,-79,40
PT,Portugal,Madeira,,10/04/2020,-90,-70,-82,-83,-87,
PT,Portugal,Madeira,,11/04/2020,-85,-50,-81,-78,-66,29
PT,Portugal,Madeira,,12/04/2020,-91,-81,-85,-79,-64,
PT,Portugal,Madeira,,13/04/2020,-82,-55,-79,-76,-74,38
PT,Portugal,Madeira,,14/04/2020,-75,-44,-72,-68,-69,33
PT,Portugal,Madeira,,15/04/2020,-77,-46,-75,-66,-69,34
PT,Portugal,Madeira,,16/04/2020,-76,-43,-71,-67,-69,35
PT,Portugal,Madeira,,17/04/2020,-76,-43,-72,-68,-68,37
PT,Portugal,Madeira,,18/04/2020,-79,-52,-73,-70,-58,25
PT,Portugal,Madeira,,19/04/2020,-85,-62,-77,-73,-56,
PT,Portugal,Madeira,,20/04/2020,-77,-55,-75,-70,-67,34
PT,Portugal,Madeira,,21/04/2020,-77,-55,-74,-70,-68,35
PT,Portugal,Madeira,,22/04/2020,-78,-56,-73,-66,-67,33
PT,Portugal,Madeira,,23/04/2020,-77,-56,-73,-68,-68,34
PT,Portugal,Madeira,,24/04/2020,-78,-53,-70,-68,-67,36
PT,Portugal,Madeira,,25/04/2020,-80,-55,-70,-69,-61,25
PT,Portugal,Madeira,,26/04/2020,-84,-59,-75,-72,-54,
PT,Portugal,Madeira,,27/04/2020,-75,-55,-73,-69,-66,33
PT,Portugal,Madeira,,28/04/2020,-74,-51,-69,-66,-66,31
PT,Portugal,Madeira,,29/04/2020,-73,-49,-64,-59,-64,31
PT,Portugal,Madeira,,30/04/2020,-72,-41,-63,-58,-63,29
PT,Portugal,Madeira,,01/05/2020,-87,-64,-71,-75,-84,43
PT,Portugal,Madeira,,02/05/2020,-81,-50,-70,-70,-58,26
PT,Portugal,Madeira,,03/05/2020,-86,-61,-79,-72,-51,
PT,Portugal,Madeira,,04/05/2020,-68,-42,-64,-59,-56,27
PT,Portugal,Madeira,,05/05/2020,-68,-43,-59,-57,-57,27
PT,Portugal,Madeira,,06/05/2020,-67,-41,-58,-49,-56,27
PT,Portugal,Madeira,,07/05/2020,-66,-39,-54,-54,-56,27
PT,Portugal,Madeira,,08/05/2020,-65,-35,-53,-52,-54,28
PT,Portugal,Madeira,,09/05/2020,-66,-36,-51,-51,-41,18
PT,Portugal,Portalegre District,,15/02/2020,5,-3,31,,3,
PT,Portugal,Portalegre District,,16/02/2020,9,16,28,,2,
PT,Portugal,Portalegre District,,17/02/2020,-1,0,-3,,2,0
PT,Portugal,Portalegre District,,18/02/2020,2,-3,9,,1,0
PT,Portugal,Portalegre District,,19/02/2020,3,-3,-1,,1,-1
PT,Portugal,Portalegre District,,20/02/2020,7,0,17,,-2,-2
PT,Portugal,Portalegre District,,21/02/2020,12,7,47,,-1,-2
PT,Portugal,Portalegre District,,22/02/2020,17,5,74,,3,
PT,Portugal,Portalegre District,,23/02/2020,29,14,85,,3,
PT,Portugal,Portalegre District,,24/02/2020,29,15,87,,-27,3
PT,Portugal,Portalegre District,,25/02/2020,10,10,60,,-61,
PT,Portugal,Portalegre District,,26/02/2020,-2,-1,11,,-15,2
PT,Portugal,Portalegre District,,27/02/2020,2,-2,19,,-2,0
PT,Portugal,Portalegre District,,28/02/2020,8,9,40,,-1,-1
PT,Portugal,Portalegre District,,29/02/2020,4,5,19,,1,
PT,Portugal,Portalegre District,,01/03/2020,5,6,1,,0,
PT,Portugal,Portalegre District,,02/03/2020,4,4,13,,2,0
PT,Portugal,Portalegre District,,03/03/2020,0,3,-4,,0,1
PT,Portugal,Portalegre District,,04/03/2020,3,1,12,,0,0
PT,Portugal,Portalegre District,,05/03/2020,2,5,17,,0,1
PT,Portugal,Portalegre District,,06/03/2020,6,4,19,,0,0
PT,Portugal,Portalegre District,,07/03/2020,12,3,35,,4,
PT,Portugal,Portalegre District,,08/03/2020,16,4,25,,3,
PT,Portugal,Portalegre District,,09/03/2020,3,6,17,,1,0
PT,Portugal,Portalegre District,,10/03/2020,2,10,19,,1,0
PT,Portugal,Portalegre District,,11/03/2020,0,12,6,,1,-1
PT,Portugal,Portalegre District,,12/03/2020,-5,17,14,,-1,0
PT,Portugal,Portalegre District,,13/03/2020,-21,24,-1,,-4,4
PT,Portugal,Portalegre District,,14/03/2020,-45,-15,-26,,-14,
PT,Portugal,Portalegre District,,15/03/2020,-57,-31,-37,,-22,
PT,Portugal,Portalegre District,,16/03/2020,-46,-16,-31,,-34,15
PT,Portugal,Portalegre District,,17/03/2020,-49,-21,-35,,-40,17
PT,Portugal,Portalegre District,,18/03/2020,-50,-21,-38,,-42,16
PT,Portugal,Portalegre District,,19/03/2020,-60,-35,-43,,-48,21
PT,Portugal,Portalegre District,,20/03/2020,-77,-42,-65,,-51,
PT,Portugal,Portalegre District,,21/03/2020,-83,-50,-71,,-48,
PT,Portugal,Portalegre District,,22/03/2020,-86,-64,-67,,-46,
PT,Portugal,Portalegre District,,23/03/2020,-71,-41,-49,,-52,23
PT,Portugal,Portalegre District,,24/03/2020,-73,-40,-54,,-54,24
PT,Portugal,Portalegre District,,25/03/2020,-73,-43,-55,,-54,23
PT,Portugal,Portalegre District,,26/03/2020,-75,-44,-53,,-54,24
PT,Portugal,Portalegre District,,27/03/2020,-75,-40,-55,,-53,
PT,Portugal,Portalegre District,,28/03/2020,-83,-52,-70,,-43,
PT,Portugal,Portalegre District,,29/03/2020,-85,-63,-70,,-42,
PT,Portugal,Portalegre District,,30/03/2020,-74,-44,-56,,-54,
PT,Portugal,Portalegre District,,31/03/2020,-73,-36,-56,,-56,
PT,Portugal,Portalegre District,,01/04/2020,-72,-40,-56,,-57,
PT,Portugal,Portalegre District,,02/04/2020,-71,-37,-48,,-55,
PT,Portugal,Portalegre District,,03/04/2020,-74,-37,-51,,-54,
PT,Portugal,Portalegre District,,04/04/2020,-83,-48,-70,,-47,
PT,Portugal,Portalegre District,,05/04/2020,-88,-62,-78,,-47,
PT,Portugal,Portalegre District,,06/04/2020,-72,-40,-55,,-55,
PT,Portugal,Portalegre District,,07/04/2020,-68,-31,-50,,-56,
PT,Portugal,Portalegre District,,08/04/2020,-67,-24,-46,,-55,20
PT,Portugal,Portalegre District,,09/04/2020,-74,-31,-60,,-64,
PT,Portugal,Portalegre District,,10/04/2020,-84,-51,-64,,-77,
PT,Portugal,Portalegre District,,11/04/2020,-82,-48,-66,,-46,
PT,Portugal,Portalegre District,,12/04/2020,-87,-84,-68,,-45,
PT,Portugal,Portalegre District,,13/04/2020,-78,-49,-59,,-70,
PT,Portugal,Portalegre District,,14/04/2020,-67,-33,-53,,-53,23
PT,Portugal,Portalegre District,,15/04/2020,-72,-35,-57,,-56,
PT,Portugal,Portalegre District,,16/04/2020,-71,-35,-55,,-55,
PT,Portugal,Portalegre District,,17/04/2020,-70,-32,-52,,-52,
PT,Portugal,Portalegre District,,18/04/2020,-76,-43,-60,,-40,
PT,Portugal,Portalegre District,,19/04/2020,-82,-57,-62,,-41,
PT,Portugal,Portalegre District,,20/04/2020,-68,-39,-53,,-52,23
PT,Portugal,Portalegre District,,21/04/2020,-65,-31,-46,,-52,23
PT,Portugal,Portalegre District,,22/04/2020,-65,-34,-47,,-52,21
PT,Portugal,Portalegre District,,23/04/2020,-64,-35,-38,,-51,22
PT,Portugal,Portalegre District,,24/04/2020,-68,-32,-48,,-49,23
PT,Portugal,Portalegre District,,25/04/2020,-78,-47,-63,,-42,
PT,Portugal,Portalegre District,,26/04/2020,-77,-54,-63,,-38,
PT,Portugal,Portalegre District,,27/04/2020,-64,-33,-46,,-49,21
PT,Portugal,Portalegre District,,28/04/2020,-62,-28,-38,,-49,19
PT,Portugal,Portalegre District,,29/04/2020,-63,-27,-48,,-48,20
PT,Portugal,Portalegre District,,30/04/2020,-63,-14,-30,,-49,19
PT,Portugal,Portalegre District,,01/05/2020,-79,-49,-54,,-73,
PT,Portugal,Portalegre District,,02/05/2020,-76,-35,-52,,-30,
PT,Portugal,Portalegre District,,03/05/2020,-75,-50,-51,,-26,
PT,Portugal,Portalegre District,,04/05/2020,-60,-25,-27,,-42,17
PT,Portugal,Portalegre District,,05/05/2020,-58,-23,-25,,-43,17
PT,Portugal,Portalegre District,,06/05/2020,-59,-21,-27,,-41,17
PT,Portugal,Portalegre District,,07/05/2020,-58,-19,-21,,-41,17
PT,Portugal,Portalegre District,,08/05/2020,-59,-13,-27,,-39,18
PT,Portugal,Portalegre District,,09/05/2020,-67,-21,-48,,-24,
PT,Portugal,Porto District,,15/02/2020,1,-1,3,3,0,-1
PT,Portugal,Porto District,,16/02/2020,-6,0,-39,0,-2,1
PT,Portugal,Porto District,,17/02/2020,-1,3,15,6,3,0
